"Instparm: Type","PXC"
"Instparm: Bank",      1.00
"Instparm: Lam1",      1.54
"Instparm: Lam2",      1.54
"Instparm: Zero",  0.000000
"Instparm: Polariz.",      0.70
"Instparm: Azimuth",      0.00
"Instparm: I(L2)/I(L1)",      0.50
"Instparm: U",      9.42
"Instparm: V",    -12.57
"Instparm: W",     22.76
"Instparm: X",      0.66
"Instparm: Y",      2.50
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Instparm: Source","?"
"Samparm: InstrName",
"Samparm: Scale",    100.00
"Samparm: Type",Bragg-Brentano
"Samparm: DisplaceX",      0.00
"Samparm: DisplaceY",      0.00
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"Samparm: Shift",      0.00
"Samparm: Transparency",      0.00
"Samparm: SurfRoughA",      0.00
"Samparm: SurfRoughB",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
51.52,30.4568,0.0328334,27.7284,1,3.5452
51.53,26.953,0.0371017,26.9765,1,3.54584
51.54,28.5132,0.0350715,26.2566,1,3.54648
51.55,22,0.0454545,25.5669,1,3.54712
51.56,26,0.0384615,24.9058,1,3.54776
51.57,21.5433,0.0464182,24.2716,1,3.5484
51.58,25.326,0.0394851,23.663,1,3.54904
51.59,14.157,0.0706364,23.0785,1,3.54968
51.6,23,0.0434783,22.5169,1,3.55032
51.61,19,0.0526316,21.977,1,3.55097
51.62,21.9154,0.0456301,21.4577,1,3.55161
51.63,18,0.0555556,20.9579,1,3.55225
51.64,21,0.047619,20.4767,1,3.55289
51.65,17.0264,0.0587324,20.0132,1,3.55353
51.66,25.1329,0.0397885,19.5665,1,3.55417
51.67,18.2714,0.0547303,19.1357,1,3.55481
51.68,19.4404,0.0514393,18.7202,1,3.55545
51.69,9.63838,0.103752,18.3192,1,3.55609
51.7,26,0.0384615,17.932,1,3.55673
51.71,16,0.0625,17.5581,1,3.55737
51.72,22.3935,0.0446557,17.1968,1,3.55801
51.73,16.695,0.0598983,16.8475,1,3.55865
51.74,18,0.0555556,16.5097,1,3.55929
51.75,16,0.0625,16.183,1,3.55994
51.76,16,0.0625,15.8667,1,3.56058
51.77,13,0.0769231,15.5606,1,3.56122
51.78,17,0.0588235,15.2641,1,3.56186
51.79,12,0.0833333,14.9769,1,3.5625
51.8,19,0.0526316,14.6985,1,3.56314
51.81,13,0.0769231,14.4287,1,3.56378
51.82,22,0.0454545,14.167,1,3.56442
51.83,13.8263,0.072326,13.9131,1,3.56506
51.84,17,0.0588235,13.6668,1,3.5657
51.85,11,0.0909091,13.4277,1,3.56634
51.86,15,0.0666667,13.1955,1,3.56698
51.87,12.94,0.0772797,12.97,1,3.56762
51.88,15,0.0666667,12.7509,1,3.56826
51.89,11,0.0909091,12.538,1,3.5689
51.9,16,0.0625,12.3311,1,3.56954
51.91,12,0.0833333,12.1298,1,3.57018
51.92,16.8682,0.0592832,11.9341,1,3.57082
51.93,4.48737,0.222848,11.7437,1,3.57146
51.94,15.1168,0.0661516,11.5584,1,3.5721
51.95,10.7561,0.0929706,11.378,1,3.57274
51.96,21,0.047619,11.2025,1,3.57338
51.97,9.06291,0.11034,11.0315,1,3.57402
51.98,12,0.0833333,10.8649,1,3.57466
51.99,9.40523,0.106324,10.7026,1,3.5753
52,11,0.0909091,10.5445,1,3.57594
52.01,8.78063,0.113887,10.3903,1,3.57658
52.02,14,0.0714286,10.24,1,3.57722
52.03,5.18693,0.192792,10.0935,1,3.57786
52.04,12.901,0.0775132,9.95051,1,3.5785
52.05,4,0.25,9.81105,1,3.57914
52.06,11.3499,0.0881064,9.67496,1,3.57978
52.07,9,0.111111,9.54214,1,3.58042
52.08,10,0.1,9.41248,1,3.58106
52.09,2.57176,0.388838,9.28588,1,3.5817
52.1,9.3245,0.107244,9.16225,1,3.58234
52.11,5.08298,0.196735,9.04149,1,3.58298
52.12,9,0.111111,8.92352,1,3.58362
52.13,6,0.166667,8.80824,1,3.58425
52.14,10.3912,0.0962357,8.69558,1,3.58489
52.15,5.1709,0.19339,8.58545,1,3.58553
52.16,8.95557,0.111662,8.47779,1,3.58617
52.17,4,0.25,8.37251,1,3.58681
52.18,8.53909,0.117109,8.26954,1,3.58745
52.19,7,0.142857,8.16883,1,3.58809
52.2,9.1406,0.109402,8.0703,1,3.58873
52.21,3,0.333333,7.97388,1,3.58937
52.22,14,0.0714286,7.87953,1,3.59001
52.23,7,0.142857,7.78717,1,3.59065
52.24,8.39352,0.119139,7.69676,1,3.59129
52.25,5,0.2,7.60824,1,3.59193
52.26,13.0431,0.0766689,7.52155,1,3.59257
52.27,4,0.25,7.43664,1,3.5932
52.28,8.70695,0.114851,7.35348,1,3.59384
52.29,4,0.25,7.27199,1,3.59448
52.3,9,0.111111,7.19216,1,3.59512
52.31,5.22783,0.191284,7.11392,1,3.59576
52.32,10.0745,0.0992609,7.03723,1,3.5964
52.33,5,0.2,6.96206,1,3.59704
52.34,10,0.1,6.88836,1,3.59768
52.35,4,0.25,6.81609,1,3.59832
52.36,8,0.125,6.74523,1,3.59895
52.37,4.35145,0.229809,6.67572,1,3.59959
52.38,7,0.142857,6.60754,1,3.60023
52.39,4.08132,0.245019,6.54066,1,3.60087
52.4,6.95006,0.143884,6.47503,1,3.60151
52.41,6,0.166667,6.41063,1,3.60215
52.42,7.69486,0.129957,6.34743,1,3.60279
52.43,4,0.25,6.28539,1,3.60343
52.44,11,0.0909091,6.2245,1,3.60406
52.45,3,0.333333,6.16471,1,3.6047
52.46,7,0.142857,6.10601,1,3.60534
52.47,3.09672,0.322923,6.04836,1,3.60598
52.48,9,0.111111,5.99174,1,3.60662
52.49,5.87227,0.170292,5.93613,1,3.60726
52.5,7.76301,0.128816,5.88151,1,3.6079
52.51,4,0.25,5.82784,1,3.60853
52.52,6.53225,0.153087,5.76613,1,3.60917
52.53,1.42865,0.699962,5.71432,1,3.60981
52.54,8,0.125,5.66342,1,3.61045
52.55,4.22676,0.236588,5.61338,1,3.61109
52.56,6,0.166667,5.56419,1,3.61173
52.57,1.03169,0.969285,5.51584,1,3.61236
52.58,6.93661,0.144163,5.46831,1,3.613
52.59,4,0.25,5.42156,1,3.61364
52.6,9,0.111111,5.3756,1,3.61428
52.61,1,1,5.3304,1,3.61492
52.62,6,0.166667,5.28593,1,3.61556
52.63,2,0.5,5.23771,1,3.61619
52.64,5.3894,0.185549,5.1947,1,3.61683
52.65,5,0.2,5.15238,1,3.61747
52.66,7,0.142857,5.11074,1,3.61811
52.67,1.13953,0.877557,5.06976,1,3.61875
52.68,5.05888,0.197672,5.02944,1,3.61938
52.69,3,0.333333,4.98975,1,3.62002
52.7,5.90138,0.169452,4.95069,1,3.62066
52.71,4,0.25,4.91224,1,3.6213
52.72,8,0.125,4.87438,1,3.62194
52.73,3,0.333333,4.83711,1,3.62257
52.74,9,0.111111,4.80041,1,3.62321
52.75,4,0.25,4.76428,1,3.62385
52.76,7,0.142857,4.72869,1,3.62449
52.77,4,0.25,4.69364,1,3.62512
52.78,8.31824,0.120218,4.65912,1,3.62576
52.79,2,0.5,4.62512,1,3.6264
52.8,7,0.142857,4.59162,1,3.62704
52.81,1.11723,0.895074,4.55861,1,3.62767
52.82,6,0.166667,4.5261,1,3.62831
52.83,0,1,4.49405,1,3.62895
52.84,6,0.166667,4.46248,1,3.62959
52.85,3,0.333333,4.43136,1,3.63022
52.86,4.80139,0.208273,4.4007,1,3.63086
52.87,3,0.333333,4.37047,1,3.6315
52.88,6,0.166667,4.34067,1,3.63214
52.89,4,0.25,4.3113,1,3.63277
52.9,6,0.166667,4.28234,1,3.63341
52.91,3.50758,0.285097,4.25379,1,3.63405
52.92,5,0.2,4.22564,1,3.63469
52.93,1,1,4.19788,1,3.63532
52.94,4.34101,0.230361,4.1705,1,3.63596
52.95,1.28701,0.776995,4.1435,1,3.6366
52.96,4.23375,0.236197,4.11688,1,3.63724
52.97,1,1,4.09061,1,3.63787
52.98,6,0.166667,4.0647,1,3.63851
52.99,0.0782916,12.7728,4.03915,1,3.63915
53,5,0.2,4.01393,1,3.63978
53.01,1,1,3.98905,1,3.64042
53.02,5,0.2,3.96451,1,3.64106
53.03,3.88058,0.257694,3.94029,1,3.64169
53.04,5.83277,0.171445,3.91639,1,3.64233
53.05,2,0.5,3.8928,1,3.64297
53.06,5,0.2,3.88249,1,3.64361
53.07,2,0.5,3.85954,1,3.64424
53.08,5.67378,0.176249,3.83689,1,3.64488
53.09,3.62907,0.275553,3.81454,1,3.64552
53.1,6.58493,0.151862,3.79247,1,3.64615
53.11,3.54136,0.282377,3.77068,1,3.64679
53.12,7.49834,0.133363,3.74917,1,3.64743
53.13,0,1,3.72793,1,3.64806
53.14,5,0.2,3.70697,1,3.6487
53.15,3,0.333333,3.68626,1,3.64934
53.16,4,0.25,3.66581,1,3.64997
53.17,3.29124,0.303837,3.64562,1,3.65061
53.18,4.25136,0.235219,3.62568,1,3.65125
53.19,3.21196,0.311336,3.60598,1,3.65188
53.2,5.17305,0.193309,3.58653,1,3.65252
53.21,1,1,3.56731,1,3.65316
53.22,6,0.166667,3.5548,1,3.65379
53.23,0,1,3.53606,1,3.65443
53.24,5,0.2,3.51755,1,3.65507
53.25,-0.00148381,1,3.49926,1,3.6557
53.26,3.96238,0.252374,3.48119,1,3.65634
53.27,2.92667,0.341686,3.46333,1,3.65697
53.28,4,0.25,3.44569,1,3.65761
53.29,1,1,3.42826,1,3.65825
53.3,7,0.142857,3.41103,1,3.65888
53.31,1,1,3.394,1,3.65952
53.32,5,0.2,3.37717,1,3.66016
53.33,3,0.333333,3.36054,1,3.66079
53.34,5.6882,0.175803,3.3441,1,3.66143
53.35,2.65569,0.376549,3.32785,1,3.66206
53.36,4,0.25,3.31178,1,3.6627
53.37,2,0.5,3.2959,1,3.66334
53.38,3.5604,0.280867,3.2802,1,3.66397
53.39,2,0.5,3.26468,1,3.66461
53.4,5.49866,0.181862,3.24933,1,3.66524
53.41,3,0.333333,3.23416,1,3.66588
53.42,3.43831,0.290841,3.21915,1,3.66652
53.43,2,0.5,3.20432,1,3.66715
53.44,4.37929,0.228348,3.18964,1,3.66779
53.45,3,0.333333,3.17513,1,3.66842
53.46,5.32157,0.187915,3.16078,1,3.66906
53.47,3,0.333333,3.14659,1,3.6697
53.48,4.2651,0.234461,3.13255,1,3.67033
53.49,3,0.333333,3.11867,1,3.67097
53.5,6,0.166667,3.10493,1,3.6716
53.51,2,0.5,3.09135,1,3.67224
53.52,4.15582,0.240627,3.07791,1,3.67287
53.53,2.12922,0.469655,3.06461,1,3.67351
53.54,5.10292,0.195966,3.05146,1,3.67415
53.55,0,1,3.03844,1,3.67478
53.56,4,0.25,3.02557,1,3.67542
53.57,3,0.333333,3.01283,1,3.67605
53.58,7,0.142857,3.00022,1,3.67669
53.59,2,0.5,2.98775,1,3.67732
53.6,5.95081,0.168044,2.97541,1,3.67796
53.61,2.92638,0.341719,2.96319,1,3.67859
53.62,3.9022,0.256266,2.9511,1,3.67923
53.63,2,0.5,2.93914,1,3.67986
53.64,5,0.2,2.9273,1,3.6805
53.65,0.831153,1.20315,2.91558,1,3.68113
53.66,4,0.25,2.90398,1,3.68177
53.67,2.78499,0.359068,2.89249,1,3.68241
53.68,5.76226,0.173543,2.88113,1,3.68304
53.69,2,0.5,2.86988,1,3.68368
53.7,4.71748,0.211978,2.85874,1,3.68431
53.71,0,1,2.84771,1,3.68495
53.72,4,0.25,2.8368,1,3.68558
53.73,2.65198,0.377077,2.82599,1,3.68622
53.74,6,0.166667,2.81529,1,3.68685
53.75,0.609383,1.641,2.80469,1,3.68749
53.76,4.5884,0.217941,2.7942,1,3.68812
53.77,2,0.5,2.78381,1,3.68876
53.78,3.54705,0.281924,2.77353,1,3.68939
53.79,1,1,2.76334,1,3.69003
53.8,3,0.333333,2.75325,1,3.69066
53.81,2,0.5,2.74326,1,3.6913
53.82,3,0.333333,2.73337,1,3.69193
53.83,2.44714,0.40864,2.72357,1,3.69256
53.84,3,0.333333,2.71387,1,3.6932
53.85,-1.59149,1,2.70425,1,3.69383
53.86,4,0.25,2.69473,1,3.69447
53.87,1.3706,0.729607,2.6853,1,3.6951
53.88,3.35192,0.298337,2.67596,1,3.69574
53.89,0,1,2.6667,1,3.69637
53.9,4.31507,0.231746,2.65754,1,3.69701
53.91,0,1,2.64846,1,3.69764
53.92,4,0.25,2.63946,1,3.69828
53.93,1,1,2.63054,1,3.69891
53.94,3.24343,0.308316,2.62171,1,3.69955
53.95,2,0.5,2.61296,1,3.70018
53.96,3,0.333333,2.60429,1,3.70081
53.97,2.19141,0.456328,2.5957,1,3.70145
53.98,4,0.25,2.58719,1,3.70208
53.99,1,1,2.57876,1,3.70272
54,5,0.2,2.5704,1,3.70335
54.01,-0.875764,1,2.56212,1,3.70399
54.02,4,0.25,2.55391,1,3.70462
54.03,1,1,2.54578,1,3.70525
54.04,5,0.2,2.53772,1,3.70589
54.05,1.05945,0.943884,2.52973,1,3.70652
54.06,3,0.333333,2.52181,1,3.70716
54.07,2.02792,0.493116,2.51396,1,3.70779
54.08,3.01236,0.331965,2.50618,1,3.70842
54.09,1,1,2.49847,1,3.70906
54.1,2.98166,0.335384,2.49083,1,3.70969
54.11,1.96651,0.508516,2.48325,1,3.71033
54.12,3,0.333333,2.47574,1,3.71096
54.13,2,0.5,2.4683,1,3.71159
54.14,3.92184,0.254982,2.46092,1,3.71223
54.15,2,0.5,2.4536,1,3.71286
54.16,3.8927,0.256891,2.44635,1,3.7135
54.17,1,1,2.43916,1,3.71413
54.18,2.86406,0.349154,2.43203,1,3.71476
54.19,0.849928,1.17657,2.42496,1,3.7154
54.2,3.83591,0.260694,2.41796,1,3.71603
54.21,2,0.5,2.41101,1,3.71666
54.22,2.80824,0.356095,2.40412,1,3.7173
54.23,1.79457,0.557235,2.39729,1,3.71793
54.24,3.78103,0.264478,2.39051,1,3.71857
54.25,1,1,2.3838,1,3.7192
54.26,4.75427,0.210337,2.37713,1,3.71983
54.27,1.74106,0.574363,2.37053,1,3.72047
54.28,3,0.333333,2.36398,1,3.7211
54.29,-0.285035,1,2.35748,1,3.72173
54.3,2.70208,0.370085,2.35104,1,3.72237
54.31,0,1,2.34465,1,3.723
54.32,5,0.2,2.33831,1,3.72363
54.33,0,1,2.33203,1,3.72427
54.34,3.65159,0.273853,2.32579,1,3.7249
54.35,1,1,2.31961,1,3.72553
54.36,2.62696,0.380668,2.31348,1,3.72617
54.37,1,1,2.3074,1,3.7268
54.38,2.60272,0.384213,2.30136,1,3.72743
54.39,2,0.5,2.29538,1,3.72807
54.4,3.57888,0.279417,2.28944,1,3.7287
54.41,1,1,2.28355,1,3.72933
54.42,3,0.333333,2.27771,1,3.72997
54.43,2,0.5,2.27191,1,3.7306
54.44,2.53232,0.394894,2.26616,1,3.73123
54.45,2,0.5,2.26046,1,3.73187
54.46,3,0.333333,2.2548,1,3.7325
54.47,0,1,2.24918,1,3.73313
54.48,2.48722,0.402055,2.24361,1,3.73376
54.49,2,0.5,2.23808,1,3.7344
54.5,3.4652,0.288584,2.2326,1,3.73503
54.51,2,0.5,2.22716,1,3.73566
54.52,2.44352,0.409246,2.22176,1,3.7363
54.53,-1.5672,1,2.2164,1,3.73693
54.54,3.42217,0.292212,2.21109,1,3.73756
54.55,1,1,2.20581,1,3.73819
54.56,4.40116,0.227213,2.20058,1,3.73883
54.57,1,1,2.19538,1,3.73946
54.58,3,0.333333,2.19023,1,3.74009
54.59,2,0.5,2.18511,1,3.74072
54.6,3,0.333333,2.18004,1,3.74136
54.61,1,1,2.175,1,3.74199
54.62,3.34,0.299401,2.17,1,3.74262
54.63,1.33008,0.751835,2.16504,1,3.74325
54.64,3.32023,0.301184,2.16012,1,3.74389
54.65,0,1,2.15523,1,3.74452
54.66,3,0.333333,2.15038,1,3.74515
54.67,1,1,2.14556,1,3.74578
54.68,3.28157,0.304732,2.14078,1,3.74642
54.69,1.27208,0.786112,2.13604,1,3.74705
54.7,3.26267,0.306498,2.13133,1,3.74768
54.71,1,1,2.12666,1,3.74831
54.72,2.24404,0.445624,2.12202,1,3.74895
54.73,1.23484,0.809824,2.11742,1,3.74958
54.74,2.2257,0.449298,2.11285,1,3.75021
54.75,2,0.5,2.10831,1,3.75084
54.76,5,0.2,2.10381,1,3.75147
54.77,1,1,2.09934,1,3.75211
54.78,3.1898,0.3135,2.0949,1,3.75274
54.79,0,1,2.09049,1,3.75337
54.8,4,0.25,2.08612,1,3.754
54.81,1.16355,0.859439,2.08177,1,3.75463
54.82,3,0.333333,2.07746,1,3.75527
54.83,2,0.5,2.07318,1,3.7559
54.84,4.13787,0.24167,2.06893,1,3.75653
54.85,-0.870571,1,2.06471,1,3.75716
54.86,3.12105,0.320405,2.06053,1,3.75779
54.87,1.11273,0.898689,2.05637,1,3.75843
54.88,4.10447,0.243637,2.05224,1,3.75906
54.89,1,1,2.04814,1,3.75969
54.9,4,0.25,2.04407,1,3.76032
54.91,1.08005,0.925887,2.04002,1,3.76095
54.92,2.07202,0.482621,2.03601,1,3.76158
54.93,1,1,2.03202,1,3.76222
54.94,3.05613,0.327211,2.02807,1,3.76285
54.95,1.04827,0.953952,2.02414,1,3.76348
54.96,3.04047,0.328897,2.02023,1,3.76411
54.97,1.03271,0.968322,2.01636,1,3.76474
54.98,3,0.333333,2.01251,1,3.76537
54.99,1,1,2.00869,1,3.76601
55,4,0.25,2.00489,1,3.76664
55.01,-2.99775,1,2.00112,1,3.76727
55.02,2,0.5,1.99738,1,3.7679
55.03,-1.01267,1,1.99366,1,3.76853
55.04,2,0.5,1.98997,1,3.76916
55.05,0.972609,1.02816,1.9863,1,3.76979
55.06,3.72665,0.268338,1.86332,1,3.77042
55.07,1.71468,0.5832,1.85734,1,3.77106
55.08,3.70792,0.269693,1.85396,1,3.77169
55.09,1,1,1.8506,1,3.77232
55.1,5,0.2,1.84727,1,3.77295
55.11,0.687925,1.45365,1.84396,1,3.77358
55.12,3,0.333333,1.84068,1,3.77421
55.13,1,1,1.83741,1,3.77484
55.14,4,0.25,1.83417,1,3.77547
55.15,0.661914,1.51077,1.83096,1,3.77611
55.16,3.65552,0.273559,1.82776,1,3.77674
55.17,1.64918,0.606362,1.82459,1,3.77737
55.18,4,0.25,1.76055,1,3.778
55.19,1.51506,0.660039,1.75753,1,3.77863
55.2,2,0.5,1.75453,1,3.77926
55.21,1,1,1.75155,1,3.77989
55.22,3,0.333333,1.74859,1,3.78052
55.23,1,1,1.74565,1,3.78115
55.24,2.48547,0.402338,1.74274,1,3.78178
55.25,0,1,1.73984,1,3.78241
55.26,2.47392,0.404216,1.73696,1,3.78304
55.27,1.46821,0.681101,1.73411,1,3.78368
55.28,2.46254,0.406085,1.73127,1,3.78431
55.29,0,1,1.72845,1,3.78494
55.3,3.45131,0.289745,1.72566,1,3.78557
55.31,1,1,1.72288,1,3.7862
55.32,2.44024,0.409796,1.72012,1,3.78683
55.33,0,1,1.71738,1,3.78746
55.34,2,0.5,1.71466,1,3.78809
55.35,1,1,1.71196,1,3.78872
55.36,4,0.25,1.70928,1,3.78935
55.37,0.413227,2.41998,1.70661,1,3.78998
55.38,2,0.5,1.70397,1,3.79061
55.39,1,1,1.70134,1,3.79124
55.4,3.39746,0.294337,1.69873,1,3.79187
55.41,0,1,1.69614,1,3.7925
55.42,2.38713,0.418913,1.69357,1,3.79313
55.43,0,1,1.69101,1,3.79376
55.44,2.37694,0.420709,1.68847,1,3.79439
55.45,-0.6281,1,1.68595,1,3.79502
55.46,2,0.5,1.68345,1,3.79565
55.47,1.36192,0.734258,1.68096,1,3.79628
55.48,3,0.333333,1.67849,1,3.79691
55.49,0.352073,2.84032,1.67604,1,3.79754
55.5,2,0.5,1.6736,1,3.79817
55.51,0,1,1.67118,1,3.7988
55.52,5,0.2,1.66878,1,3.79943
55.53,0.332778,3.005,1.66639,1,3.80006
55.54,3.32804,0.300478,1.66402,1,3.80069
55.55,0,1,1.66166,1,3.80132
55.56,2,0.5,1.65932,1,3.80195
55.57,1.314,0.761034,1.657,1,3.80258
55.58,3,0.333333,1.65469,1,3.80321
55.59,1.3048,0.7664,1.6524,1,3.80384
55.6,6,0.166667,1.65012,1,3.80447
55.61,1.29573,0.771769,1.64786,1,3.8051
55.62,2,0.5,1.64562,1,3.80573
55.63,0,1,1.64339,1,3.80636
55.64,2.28234,0.438147,1.64117,1,3.80699
55.65,1,1,1.63897,1,3.80762
55.66,2.27356,0.439839,1.63678,1,3.80825
55.67,1.26922,0.787887,1.63461,1,3.80888
55.68,2,0.5,1.63245,1,3.80951
55.69,0,1,1.63031,1,3.81014
55.7,2.25636,0.443192,1.62818,1,3.81077
55.71,0,1,1.62606,1,3.8114
55.72,3.24793,0.307889,1.62396,1,3.81203
55.73,-1.75624,1,1.62188,1,3.81265
55.74,3.23961,0.308679,1.61981,1,3.81328
55.75,0.235493,4.24641,1.61775,1,3.81391
55.76,3.2314,0.309463,1.6157,1,3.81454
55.77,1,1,1.61367,1,3.81517
55.78,3.2233,0.310241,1.61165,1,3.8158
55.79,0,1,1.60965,1,3.81643
55.8,2.21531,0.451404,1.60766,1,3.81706
55.81,-0.788645,1,1.60568,1,3.81769
55.82,3,0.333333,1.60371,1,3.81832
55.83,1.20352,0.830895,1.60176,1,3.81895
55.84,6,0.166667,1.58566,1,3.81958
55.85,0,1,1.58376,1,3.8202
55.86,3,0.333333,1.58187,1,3.82083
55.87,0.1815,5.50963,1.59075,1,3.82146
55.88,3,0.333333,1.58891,1,3.82209
55.89,1,1,1.58708,1,3.82272
55.9,2.17054,0.460714,1.58527,1,3.82335
55.91,1,1,1.55527,1,3.82398
55.92,3.10706,0.321848,1.55353,1,3.82461
55.93,0,1,1.5518,1,3.82524
55.94,3,0.333333,1.55008,1,3.82586
55.95,1.09676,0.911778,1.54838,1,3.82649
55.96,2.07922,0.480949,1.53961,1,3.82712
55.97,-0.924115,1,1.53794,1,3.82775
55.98,3,0.333333,1.53629,1,3.82838
55.99,1,1,1.53464,1,3.82901
56,3.06601,0.326157,1.53301,1,3.82964
56.01,1.06277,0.94094,1.53138,1,3.83026
56.02,2.03132,0.492291,1.51566,1,3.83089
56.03,1,1,1.51408,1,3.83152
56.04,3.02504,0.330574,1.51252,1,3.83215
56.05,1,1,1.51635,1,3.83278
56.06,2,0.5,1.52016,1,3.83341
56.07,0,1,1.51865,1,3.83403
56.08,3.03431,0.329564,1.51715,1,3.83466
56.09,1,1,1.51567,1,3.83529
56.1,3.02839,0.330208,1.5142,1,3.83592
56.11,1.02546,0.975169,1.51273,1,3.83655
56.12,2.02256,0.494423,1.51128,1,3.83718
56.13,0,1,1.50984,1,3.8378
56.14,3.01681,0.331476,1.50841,1,3.83843
56.15,1,1,1.50699,1,3.83906
56.16,3.01115,0.332099,1.50557,1,3.83969
56.17,1,1,1.50417,1,3.84032
56.18,2,0.5,1.50278,1,3.84094
56.19,1,1,1.5014,1,3.84157
56.2,2.00007,0.499982,1.50004,1,3.8422
56.21,1,1,1.49868,1,3.84283
56.22,2,0.5,1.49733,1,3.84346
56.23,-0.00802553,1,1.49599,1,3.84408
56.24,2,0.5,1.49733,1,3.84471
56.25,1,1,1.49601,1,3.84534
56.26,2,0.5,1.49471,1,3.84597
56.27,-0.0131646,1,1.49342,1,3.8466
56.28,2.98427,0.335091,1.49213,1,3.84722
56.29,0.981719,1.01862,1.49086,1,3.84785
56.3,1.97919,0.505257,1.4896,1,3.84848
56.31,-0.0233199,1,1.48834,1,3.84911
56.32,2,0.5,1.48709,1,3.84973
56.33,0,1,1.48586,1,3.85036
56.34,2,0.5,1.48463,1,3.85099
56.35,1,1,1.48341,1,3.85162
56.36,2,0.5,1.48221,1,3.85224
56.37,1,1,1.48101,1,3.85287
56.38,1.95964,0.510298,1.47982,1,3.8535
56.39,-0.0427213,1,1.47864,1,3.85413
56.4,2.95494,0.338417,1.47747,1,3.85475
56.41,-1.04739,1,1.47631,1,3.85538
56.42,3,0.333333,1.47515,1,3.85601
56.43,-0.0519795,1,1.47401,1,3.85664
56.44,2,0.5,1.47288,1,3.85726
56.45,-0.0565008,1,1.47175,1,3.85789
56.46,1.94127,0.515128,1.47063,1,3.85852
56.47,0,1,1.46952,1,3.85914
56.48,1.93685,0.516302,1.46843,1,3.85977
56.49,1,1,1.46733,1,3.8604
56.5,3,0.333333,1.46625,1,3.86103
56.51,1,1,1.46518,1,3.86165
56.52,1.92823,0.51861,1.46412,1,3.86228
56.53,0.926119,1.07977,1.46306,1,3.86291
56.54,2,0.5,1.46201,1,3.86353
56.55,1,1,1.46097,1,3.86416
56.56,2.91989,0.342479,1.45994,1,3.86479
56.57,0,1,1.45892,1,3.86541
56.58,3,0.333333,1.45791,1,3.86604
56.59,-0.0861943,1,1.4569,1,3.86667
56.6,3,0.333333,1.45591,1,3.8673
56.61,0,1,1.45492,1,3.86792
56.62,2.90788,0.343894,1.45394,1,3.86855
56.63,1,1,1.45297,1,3.86918
56.64,1.904,0.525209,1.452,1,3.8698
56.65,-0.0979065,1,1.45105,1,3.87043
56.66,3,0.333333,1.4501,1,3.87106
56.67,-0.101679,1,1.44916,1,3.87168
56.68,2,0.5,1.44823,1,3.87231
56.69,0.894612,1.1178,1.44731,1,3.87293
56.7,4,0.25,1.44639,1,3.87356
56.71,1,1,1.44548,1,3.87419
56.72,2.88917,0.34612,1.44459,1,3.87481
56.73,1,1,1.44369,1,3.87544
56.74,2.88562,0.346546,1.44281,1,3.87607
56.75,0.883871,1.13139,1.44194,1,3.87669
56.76,2.88214,0.346965,1.44107,1,3.87732
56.77,1,1,1.44021,1,3.87795
56.78,1.87871,0.532279,1.43936,1,3.87857
56.79,0.877025,1.14022,1.43851,1,3.8792
56.8,2,0.5,1.43768,1,3.87982
56.81,0.873696,1.14456,1.43685,1,3.88045
56.82,3,0.333333,1.43603,1,3.88108
56.83,0,1,1.43521,1,3.8817
56.84,2,0.5,1.43441,1,3.88233
56.85,0,1,1.43361,1,3.88296
56.86,2,0.5,1.43282,1,3.88358
56.87,0.864075,1.15731,1.43204,1,3.88421
56.88,2,0.5,1.43126,1,3.88483
56.89,0.86099,1.16145,1.4305,1,3.88546
56.9,3,0.333333,1.42974,1,3.88609
56.91,0.857965,1.16555,1.42898,1,3.88671
56.92,2.85648,0.350082,1.42824,1,3.88734
56.93,0,1,1.4275,1,3.88796
56.94,3,0.333333,1.42677,1,3.88859
56.95,0,1,1.42605,1,3.88921
56.96,2.85066,0.350795,1.42533,1,3.88984
56.97,0.849249,1.17751,1.42462,1,3.89047
56.98,1.84785,0.54117,1.42392,1,3.89109
56.99,0,1,1.42323,1,3.89172
57,1.84509,0.541979,1.42255,1,3.89234
57.01,1,1,1.42187,1,3.89297
57.02,5,0.2,1.4212,1,3.89359
57.03,0,1,1.42053,1,3.89422
57.04,1.83975,0.543551,1.41988,1,3.89484
57.05,0.838454,1.19267,1.41923,1,3.89547
57.06,2,0.5,1.41859,1,3.8961
57.07,-2.1641,1,1.41795,1,3.89672
57.08,1.83465,0.545064,1.41732,1,3.89735
57.09,1,1,1.4167,1,3.89797
57.1,2.83218,0.353085,1.41609,1,3.8986
57.11,1,1,1.41548,1,3.89922
57.12,3,0.333333,1.41489,1,3.89985
57.13,1,1,1.4143,1,3.90047
57.14,2.82742,0.353679,1.41371,1,3.9011
57.15,0.826269,1.21026,1.41313,1,3.90172
57.16,3,0.333333,1.41256,1,3.90235
57.17,0,1,1.412,1,3.90297
57.18,2.82289,0.354246,1.41145,1,3.9036
57.19,0.821797,1.21685,1.4109,1,3.90422
57.2,1.82071,0.549235,1.41036,1,3.90485
